Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Achieved Occupancy,Warp Execution Efficiency(%),Warp Non-Predicated Execution Efficiency(%),Control-Flow Instructions,Bit-Convert Instructions,Misc Instructions,Load/Store Instructions,FP Instructions(Single),Integer Instructions,FP Instructions(Double),Atomic Throughput(bytes/sec),Eligible Warps Per Active Cycle,L2 Throughput (Atomic requests)(bytes/sec),Non-Coherent Global Load Efficiency(%),Non-Coherent Global Memory Load Throughput(bytes/sec),Instructions Executed,Instructions Issued,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Non-Coherent Global Hit Rate(%),Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,Local Memory Cache Replay Overhead,Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Local Memory Overhead(%),Issued IPC,Requested Non-Coherent Global Load Throughput(bytes/sec),L2 Hit Rate (Texture Reads)(%),L2 Hit Rate (L1 Reads)(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Shared Memory Load Transactions Per Request,Shared Memory Store Transactions Per Request,Global Load Transactions Per Request,Global Store Transactions Per Request,Instructions per warp,Issue Slot Utilization(%),Local Memory Load Transactions Per Request,Local Memory Store Transactions Per Request,Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Local Memory Store Throughput(bytes/sec),Local Memory Load Throughput(bytes/sec),L2 Write Transactions,L2 Read Transactions,Device Memory Write Transactions,Device Memory Read Transactions,Texture Cache Transactions,Executed Control-Flow Instructions,Issued Control-Flow Instructions,System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),Floating Point Operations(Double Precision),L2 Throughput (L1 Writes)(bytes/sec),L2 Transactions (Atomic requests),Floating Point Operations(Double Precision Add),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Executed Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precison FMA),Atomic Transactions Per Request,Atomic Transactions,Atomic Replay Overhead,Inter-Thread Instructions,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),FLOP Efficiency(Peak Double)(%),Issue Stall Reasons (Not Selected)(%),L1 Local Hit Rate(%),Multiprocessor Activity(%),L1 Global Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Executed IPC,Instruction Replay Overhead,Shared Memory Replay Overhead,Global Memory Replay Overhead,Global Memory Cache Replay Overhead
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2107755951,759328,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575030,12910223,0,2.5,0,0,0,2411799,6172143,Low (1),Idle,0,0,5751925,0,Low (2),0.705,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48442014887,41230925393,47254736931,30029605819,0.137,1.044,0,0,72.959,0,47254736931,1,1,6.401,28.445,7536.872,24.314,0,1.01,845417,695021,0,5,0,657,5780,3520,1955675858,1015056,0,959644,1118545,1145363,974864,0,254985,263122,211470,0,40587210285,47307773642,1190999830,19000220,30135340889,0,2970220,0,712520,0,0,0,1117291,0,2951426,166453,0,4.818,10.086,36.169,790000,1.841,3770000,6130000,0,0,0,0,968506,6.569,40962019962,0,0.152,33.397,2.176,6.263,0,86.687,0,27187129927,4493951953,0.411,1.559,0,0.574,0
"sum_kernel(double*, int)",2108518479,6144,20,1,1,512,1,1,18,0,0,,,0,25,25,0.299,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.7,0,0,0,2976,4738,Low (1),Idle,0,0,3681,0,Low (1),0.907,Low (1),Low (1),Low (1),Low (1),Low (1),0,15094339,222641509,75471698,3773584,0,0.318,0,0,90,0,75471698,0,0,1,1,9.3,6.168,0,0,20,1,0,5,0,0,0,0,0,0,0,4,236,4,59,0,329,329,18867924,0,15094339,890566037,0,21,3773584,0,20,0,1,0,0,0,20,0,54,21,0,0,11.543,0.659,0,38.687,1,0,0,0,0,0,19,3.727,71698113,0,41.793,0.026,0,2.659,0,15.579,0,18867924,943396,0.201,0.592,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2108527855,3182238,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162859,Low (1),Idle,0,0,131917,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111558753,16056100,126007234,150734434,0,0.071,0,0,92.489,0,126007234,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,5,0,0,626,640,50318493,0,0,15006,12973,11103,1598,0,12595,12886,50238,0,150774624,130347807,51443827,320025,150734434,0,19999,0,15002,0,0,0,12541,0,44822,22848,0,92.189,2.102,3.581,20002,1.121,20002,140012,0,0,0,0,3729,0.097,37467584,0,0.417,0.247,0.009,0.213,0,7.842,0,50339845,75360937,0.044,0.597,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",2111713485,4098013,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604224,Low (1),Idle,0,0,18884407,0,Low (1),3.244,Low (1),Low (2),Low (2),Low (1),Low (1),0,48646491,55649345,12293867955,38904743,0,0.915,0,0,99.684,0,12293867955,0,0,1.001,1.997,54090.959,18.298,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5003,1580300,6252,7152,0,4718768,4719755,38904,0,38928086,12296233364,0,0,38904743,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.199,39.078,45.137,0,1.719,0,0,0,0,0,0,2714,0.421,21117495,0,0.018,0.341,0,0.844,0,68.619,0,97329943109,38904743,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2115814762,758432,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575205,12910223,0,2.452,0,0,0,2411799,6178853,Low (1),Idle,0,0,5758652,0,Low (2),0.716,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48695578891,42409559864,47079450900,29918214438,0.137,1.029,0,0,72.594,0,47079535174,1,1,6.401,28.445,7536.872,23.971,0,1.019,845417,695021,0,5,0,631,5780,3520,1948421503,2359680,0,959649,1118374,1155645,1006465,0,254985,262915,210685,0,40436867366,47125085426,1186581953,19000188,30023557296,0,2970220,0,712520,0,0,0,1117293,0,2873163,166453,0,5.328,10.162,35.641,790000,1.856,3770000,6129984,0,0,0,0,988378,6.539,41647425354,0,0.14,33.352,2.151,6.267,0,87.042,0,27086282384,4477282154,0.408,1.562,0,0.574,0
"sum_kernel(double*, int)",2116576458,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.715,0,0,0,2976,4773,Low (1),Idle,0,0,3706,0,Low (1),0.915,Low (1),Low (1),Low (1),Low (1),Low (1),0,15267175,209923664,76335877,3816793,0,0.322,0,0,90,0,76335877,0,0,1,1,9.3,6.251,0,0,20,1,0,5,0,0,0,0,0,0,0,4,236,4,55,0,329,329,19083969,0,15267175,900763358,0,21,3816793,0,20,0,1,0,0,0,20,0,54,21,0,0,11.623,0.575,0,39.622,1,0,0,0,0,0,15,3.795,57251908,0,40.716,0.025,0,2.729,0,15.415,0,19083969,954198,0.201,0.604,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2116585866,3182110,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162960,Low (1),Idle,0,0,131970,0,Low (1),0.034,Low (1),Low (1),Low (1),Low (1),Low (1),0,111701629,12891354,126009727,150737415,0,0.071,0,0,92.425,0,126009727,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50319489,0,0,15006,12981,11117,1283,0,12595,12907,50239,0,150777607,130430768,51444845,320025,150737415,0,19999,0,15002,0,0,0,12541,0,44812,22848,0,92.093,2.1,3.58,20002,1.216,20002,140012,0,0,0,0,3460,0.098,34765461,0,0.419,0.247,0.009,0.213,0,7.84,0,50340840,75362428,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",2119771304,4104958,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604218,Low (1),Idle,0,0,18884402,0,Low (1),3.258,Low (1),Low (2),Low (2),Low (1),Low (1),0,48623413,66114465,12288035588,38886287,0.007,0.915,0,0,99.676,0,12288945527,0,0,1.001,1.997,54090.959,18.305,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5009,1580362,6252,8501,0,4718768,4719754,38886,0,38956282,12290882064,0,0,38886287,0,0,0,5000,0,0,0,1580113,0,3149374,1574061,0,9.192,39.072,45.134,0,1.719,0,0,0,0,0,0,3479,0.433,27057078,0,0.018,0.334,0,0.841,0,68.826,0,97283768547,38886287,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2123879558,768159,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575195,12910218,0,2.375,0,0,0,2411799,6151795,Low (1),Idle,0,0,5731500,0,Low (2),0.694,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48914096359,42650828625,47314708283,30067716625,0.137,1.028,0,0,72.911,0,47314750631,1,1,6.401,28.445,7536.872,23.956,0,1.013,845417,695021,0,5,0,633,5780,3520,1958157821,677563,0,959873,1118367,1155059,1007158,0,254985,262851,211738,0,40648417453,47360274413,1192511337,19000230,30173585884,0,2970220,0,712520,0,0,0,1117292,0,2935514,166453,0,5.681,9.952,36.871,790000,1.818,3770000,6130005,0,0,0,0,993068,6.359,42054149479,0,0.148,32.678,2.154,5.799,0,86.786,0,27221633324,4499655263,0.409,1.551,0,0.574,0
"sum_kernel(double*, int)",2124650949,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.71,0,0,0,2976,4765,Low (1),Idle,0,0,3705,0,Low (1),0.92,Low (1),Low (1),Low (1),Low (1),Low (1),0,15325670,210727969,76628352,3831417,0,0.32,0,0,90,0,76628352,0,0,1,1,9.3,6.229,0,0,20,1,0,5,0,0,0,0,0,0,0,16,236,4,55,0,329,329,19157088,0,61302681,904214559,0,21,3831417,0,20,0,1,0,0,0,20,0,62,21,0,0,11.714,0.562,0,39.242,1,0,0,0,0,0,15,3.862,57471264,0,40.94,0.027,0,2.734,0,15.527,0,19157088,957854,0.201,0.601,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2124660421,3182142,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162979,Low (1),Idle,0,0,131987,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111418079,20599482,126018591,150748018,0,0.071,0,0,92.521,0,126018591,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50323028,0,0,15018,13673,11088,2050,0,12595,12889,50242,0,150908795,137393524,51448463,320025,150748018,0,19999,0,15002,0,0,0,12541,0,44823,22848,0,92.105,2.1,3.576,20002,1.208,20002,140012,0,0,0,0,3982,0.098,40013238,0,0.421,0.247,0.009,0.212,0,7.84,0,50344381,75367729,0.045,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",2127845891,4107806,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50012439,0,100155838,50052199,0,200160480,50005000,0,0.882,0,0,0,17309107,23604215,Low (1),Idle,0,0,18884396,0,Low (1),3.219,Low (1),Low (2),Low (2),Low (1),Low (1),0,48640802,58054649,12292430265,38900194,0.001,0.915,0,0,99.682,0,12292562525,0,0,1.001,1.997,54090.959,18.305,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5011,1581276,6252,7462,0,4718651,4719756,38900,0,38985774,12302388715,0,0,38900194,0,0,0,5000,0,0,0,1580013,0,3149374,1574061,0,9.247,39.054,45.115,0,1.718,0,0,0,0,0,0,3056,0.441,23775798,0,0.018,0.336,0,0.851,0,68.448,0,97318560984,38900194,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2131956961,761599,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575200,12910223,0,2.398,0,0,0,2411799,6087664,Low (1),Idle,0,0,5667070,0,Low (3),0.697,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47736434431,41536126264,46528588681,29568150585,0.137,1.034,0,0,73.196,0,46528588681,1,1,6.401,28.445,7536.872,24.062,0,1.005,845417,695021,0,5,0,636,5780,3520,1925623620,1166035,0,961280,1118533,1146295,997407,0,254985,262984,208220,0,40031649523,46580310665,1172698121,19000232,29672260858,0,2970220,0,712520,0,0,0,1117291,0,2909686,166453,0,6.184,9.976,35.64,790000,1.82,3770000,6130006,0,0,0,0,973095,6.431,40523674676,0,0.142,33.312,2.202,5.798,0,87.333,0,26769354099,4424894848,0.406,1.524,0,0.574,0
"sum_kernel(double*, int)",2132721888,6080,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.715,0,0,0,2976,4762,Low (1),Idle,0,0,3700,0,Low (1),0.888,Low (1),Low (1),Low (1),Low (1),Low (1),0,15209125,209125475,76045627,3802281,0,0.321,0,0,90,0,76045627,0,0,1,1,9.3,6.229,0,0,20,1,0,5,0,0,0,0,0,0,0,8,236,4,55,0,329,329,19011406,0,30418250,897338403,0,21,3802281,0,20,0,1,0,0,0,20,0,62,21,0,0,11.333,0.566,0,41.369,1,0,0,0,0,0,15,3.725,57034220,0,39.42,0.026,0,2.672,0,15.221,0,19011406,950570,0.201,0.6,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2132731168,3181854,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162907,Low (1),Idle,0,0,131946,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111307563,12820766,126007234,150734434,0,0.071,0,0,92.425,0,126007234,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,5,0,0,626,640,50318493,0,0,15010,13005,11078,1276,0,12595,12901,50238,0,150814815,130669331,51443827,320025,150734434,0,19999,0,15002,0,0,0,12541,0,44821,22848,0,91.994,2.096,3.569,20002,1.29,20002,140012,0,0,0,0,3562,0.099,35789631,0,0.457,0.247,0.009,0.214,0,7.843,0,50339845,75360937,0.045,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",2135916254,4106462,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604247,Low (1),Idle,0,0,18884425,0,Low (1),3.256,Low (1),Low (2),Low (2),Low (1),Low (1),0,48638910,69138515,12291952105,38898681,0,0.915,0,0,99.685,0,12291952105,0,0,1.001,1.997,54090.959,18.292,0,0,1574371,1250,0,4,0,0,0,0,0,0,0,5005,1580236,6252,8887,0,4718768,4719762,31118,0,38937579,12293819242,0,0,38898681,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.18,39.074,45.14,0,1.718,0,0,0,0,0,0,3865,0.421,30068680,0,0.017,0.344,0,0.849,0,68.452,0,97314775420,38898681,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2140025980,761120,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575205,12910217,0,2.393,0,0,0,2411799,6106506,Low (1),Idle,0,0,5685909,0,Low (2),0.718,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47802465524,41366276640,46689970748,29670706226,0.137,1.028,0,0,72.132,0,46690263267,1,1,6.401,28.445,7536.872,23.934,0,1.013,845417,695021,0,4,0,626,5780,3520,1932302549,501462,0,960215,1118371,1143913,989895,0,254985,262847,167154,0,40125992478,46735102381,1176765566,19000228,29775177601,0,2970220,0,712520,0,0,0,1117298,0,2890287,166453,0,5.632,10.147,35.164,790000,1.85,3770000,6130004,0,0,0,0,971129,6.864,40582072712,0,0.139,33.537,2.181,5.949,0,87.248,0,26862202256,4440242373,0.412,1.532,0,0.574,0
"sum_kernel(double*, int)",2140790460,6175,20,1,1,512,1,1,18,0,0,,,0,25,25,0.304,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.712,0,0,0,2976,4773,Low (1),Idle,0,0,3708,0,Low (1),0.922,Low (1),Low (1),Low (1),Low (1),Low (1),0,15325670,210727969,76628352,3831417,0,0.321,0,0,90,0,76628352,0,0,1,1,9.3,6.24,0,0,20,1,0,4,0,0,0,0,0,0,0,4,236,4,55,0,329,329,15325670,0,15325670,904214559,0,21,3831417,0,20,0,1,0,0,0,20,0,54,21,0,0,11.771,0.587,0,39.998,1,0,0,0,0,0,15,3.835,57471264,0,40.108,0.026,0,2.752,0,15.544,0,19157088,957854,0.198,0.604,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2140799867,3182079,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162882,Low (1),Idle,0,0,131932,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111469445,19110770,126008501,150735948,0,0.071,0,0,92.425,0,126008501,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,4,0,0,626,640,50318999,0,0,15006,14065,11094,1902,0,12595,12892,40190,0,150776139,141321231,51444344,320025,150735948,0,19999,0,15002,0,0,0,12541,0,44823,22848,0,92.102,2.101,3.579,20002,1.212,20002,140012,0,0,0,0,4144,0.098,41637766,0,0.415,0.247,0.009,0.213,0,7.841,0,50340350,75361694,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",2143985338,4106589,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604248,Low (1),Idle,0,0,18884421,0,Low (1),3.233,Low (1),Low (2),Low (2),Low (1),Low (1),0,48640424,57509599,12292334630,38899891,0.004,0.915,0,0,99.68,0,12292778089,0,0,1.001,1.997,54090.959,18.294,0,0,1574371,1250,0,4,0,0,0,0,0,0,0,5003,1580904,6252,7392,0,4718768,4719763,31119,0,38923231,12299398850,0,0,38899891,0,0,0,5000,0,0,0,1580053,0,3149374,1574061,0,9.25,39.053,45.106,0,1.718,0,0,0,0,0,0,2894,0.432,22515257,0,0.017,0.341,0,0.851,0,68.479,0,97317803848,38899891,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2148095287,761152,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575176,12910223,0,2.449,0,0,0,2411799,6125923,Low (1),Idle,0,0,5705712,0,Low (2),0.715,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,49045870383,42761841655,47763808139,30353112175,0.137,1.025,0,0,73.026,0,47763808139,1,1,6.401,28.445,7536.872,23.857,0,1.014,845417,695021,0,4,0,635,5780,3520,1976744186,1196990,0,958637,1118380,1147281,1000285,0,254985,262874,170998,0,40981403898,47810362517,1203830369,19000224,30459986320,0,2970220,0,712520,0,0,0,1117291,0,2954985,166453,0,5.239,10.144,35.654,790000,1.862,3770000,6130002,0,0,0,0,984999,6.54,42108370383,0,0.141,33.474,2.172,6.232,0,87.47,0,27480014534,4542364911,0.41,1.54,0,0.574,0
"sum_kernel(double*, int)",2148859703,6240,20,1,1,512,1,1,18,0,0,,,0,25,25,0.304,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.702,0,0,0,2976,4729,Low (1),Idle,0,0,3676,0,Low (1),0.901,Low (1),Low (1),Low (1),Low (1),Low (1),0,15151515,208333333,75757575,3787878,0,0.32,0,0,90,0,75757575,0,0,1,1,9.3,6.228,0,0,20,1,0,4,0,0,0,0,0,0,0,4,236,4,55,0,329,329,15151515,0,15151515,893939393,0,21,3787878,0,20,0,1,0,0,0,20,0,54,21,0,0,11.483,0.569,0,40.667,1,0,0,0,0,0,15,3.739,56818181,0,40,0.025,0,2.615,0,15.433,0,18939393,946969,0.198,0.589,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2148869175,3181918,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162941,Low (1),Idle,0,0,131963,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111670450,12671325,126019896,150749580,0,0.071,0,0,92.489,0,126019896,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,4,0,0,626,640,50323550,0,0,15006,15501,11113,1261,0,12595,12934,40194,0,150789775,155763848,51448997,320025,150749580,0,19999,0,15002,0,0,0,12541,0,44816,22848,0,92.094,2.1,3.58,20002,1.213,20002,140012,0,0,0,0,3594,0.099,36114784,0,0.419,0.247,0.009,0.217,0,7.84,0,50344903,75368510,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",2152054421,4104349,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23601513,Low (1),Idle,0,0,18882358,0,Low (1),3.259,Low (1),Low (2),Low (2),Low (1),Low (1),0,48640046,61562489,12292238997,38899588,0.004,0.915,0,0,99.683,0,12292705792,0,0,1.001,1.997,54090.959,18.301,0,0,1574371,1250,0,4,0,0,0,0,0,0,0,5009,1584016,6252,7913,0,4718171,4719750,31119,0,38969608,12323514266,0,0,38899588,0,0,0,5000,0,0,0,1580056,0,3149374,1574061,0,9.32,39.014,45.058,0,1.716,0,0,0,0,0,0,3071,0.421,23892127,0,0.018,0.345,0,0.849,0,68.41,0,97317046723,38899588,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",2156162034,763360,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575193,12910220,0,2.462,0,0,0,2411799,6134821,Low (1),Idle,0,0,5714425,0,Low (2),0.696,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48846952231,42095112510,47526096388,30202050278,0.137,1.032,0,0,73.062,0,47526096388,1,1,6.401,28.445,7536.872,24.042,0,1.006,845417,695021,0,4,0,637,5780,3520,1966906291,1191033,0,960839,1118811,1148343,989614,0,254985,262931,170147,0,40871113190,47590752477,1197839125,19000220,30308392530,0,2970220,0,712520,0,0,0,1117291,0,2920728,166453,0,6.185,9.977,35.138,790000,1.827,3770000,6130000,0,0,0,0,970868,6.56,41297715768,0,0.133,33.371,2.166,6.113,0,86.709,0,27343251520,4519758390,0.405,1.544,0,0.574,0
"sum_kernel(double*, int)",2156928626,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.705,0,0,0,2976,4775,Low (1),Idle,0,0,3714,0,Low (1),0.932,Low (1),Low (1),Low (1),Low (1),Low (1),0,15267175,209923664,76335877,3816793,0,0.32,0,0,90,0,76335877,0,0,1,1,9.3,6.228,0,0,20,1,0,4,0,0,0,0,0,0,0,16,236,4,55,0,329,329,15267175,0,61068702,900763358,0,21,3816793,0,20,0,1,0,0,0,20,0,54,21,0,0,11.846,0.596,0,39.431,1,0,0,0,0,0,15,3.288,57251908,0,41.141,0.025,0,2.743,0,15.15,0,19083969,954198,0.199,0.605,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",2156938098,3182110,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162954,Low (1),Idle,0,0,131967,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111457157,16528173,126005968,150732919,0,0.071,0,0,92.425,0,126005968,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,4,0,0,626,640,50317988,0,0,15018,14345,11093,1645,0,12595,12913,40190,0,150893679,144131697,51443310,320025,150732919,0,19999,0,15002,0,0,0,12541,0,44799,22848,0,91.97,2.096,3.58,20002,1.355,20002,140012,0,0,0,0,3846,0.097,38642768,0,0.411,0.247,0.009,0.211,0,7.837,0,50339339,75360180,0.044,0.598,0,0.009,0
